CCLE Cell Line Name,Primary Cell Line Name,Compound,Target,IC50 (uM)
HT1376_URINARY_TRACT,HT-1376,Lapatinib,EGFR,7.084046364
HT144_SKIN,HT-144,Lapatinib,EGFR,8.0
HT29_LARGE_INTESTINE,HT-29,Lapatinib,EGFR,5.884946823
HUCCT1_BILIARY_TRACT,HuCCT1,Lapatinib,EGFR,8.0
HUH1_LIVER,huH-1,Lapatinib,EGFR,8.0
HUPT3_PANCREAS,HUP-T3,Lapatinib,EGFR,8.0
HUPT4_PANCREAS,HUP-T4,Lapatinib,EGFR,7.055700302
HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HuT 78,Lapatinib,EGFR,8.0
IALM_LUNG,IA-LM,Lapatinib,EGFR,8.0
IGR37_SKIN,IGR-37,Lapatinib,EGFR,8.0
IGR39_SKIN,IGR-39,Lapatinib,EGFR,8.0
IGROV1_OVARY,IGROV1,Lapatinib,EGFR,8.0
IM95_STOMACH,IM95,Lapatinib,EGFR,8.0
IMR32_AUTONOMIC_GANGLIA,IMR-32,Lapatinib,EGFR,8.0
IPC298_SKIN,IPC-298,Lapatinib,EGFR,8.0
ISHIKAWAHERAKLIO02ER_ENDOMETRIUM,Ishikawa (Heraklio) 02 ER-,Lapatinib,EGFR,8.0
ISTMES1_PLEURA,IST-MES1,Lapatinib,EGFR,8.0
ISTMES2_PLEURA,IST-MES2,Lapatinib,EGFR,7.889610767
J82_URINARY_TRACT,J82,Lapatinib,EGFR,8.0
JHH2_LIVER,JHH-2,Lapatinib,EGFR,8.0
JHH4_LIVER,JHH-4,Lapatinib,EGFR,8.0
JHH5_LIVER,JHH-5,Lapatinib,EGFR,0.569107652
JHH6_LIVER,JHH-6,Lapatinib,EGFR,8.0
JHH7_LIVER,JHH-7,Lapatinib,EGFR,4.924770355
JHOS2_OVARY,JHOS-2,Lapatinib,EGFR,8.0
JHOS4_OVARY,JHOS-4,Lapatinib,EGFR,7.408363342
JHUEM2_ENDOMETRIUM,JHUEM-2,Lapatinib,EGFR,8.0
JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,JM1,Lapatinib,EGFR,8.0
JMSU1_URINARY_TRACT,JMSU-1,Lapatinib,EGFR,8.0
JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,JURKAT,Lapatinib,EGFR,6.770286083
JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,JVM-3,Lapatinib,EGFR,8.0
K029AX_SKIN,K029AX,Lapatinib,EGFR,6.444432735
KALS1_CENTRAL_NERVOUS_SYSTEM,KALS-1,Lapatinib,EGFR,8.0
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KARPAS-299,Lapatinib,EGFR,8.0
KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KARPAS-422,Lapatinib,EGFR,8.0
KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KARPAS-620,Lapatinib,EGFR,8.0
KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KASUMI-2,Lapatinib,EGFR,8.0
KCIMOH1_PANCREAS,KCI-MOH1,Lapatinib,EGFR,5.619114399
KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KCL-22,Lapatinib,EGFR,7.807744503
KE39_STOMACH,KE-39,Lapatinib,EGFR,4.056060314
KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KE-97,Lapatinib,EGFR,8.0
KELLY_AUTONOMIC_GANGLIA,KELLY,Lapatinib,EGFR,8.0
KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KG-1,Lapatinib,EGFR,8.0
KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KHM-1B,Lapatinib,EGFR,8.0
KLE_ENDOMETRIUM,KLE,Lapatinib,EGFR,8.0
KMBC2_URINARY_TRACT,KMBC-2,Lapatinib,EGFR,8.0
KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMM-1,Lapatinib,EGFR,3.216899633
KMRC1_KIDNEY,KMRC-1,Lapatinib,EGFR,8.0
KMRC2_KIDNEY,KMRC-2,Lapatinib,EGFR,8.0
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMS-11,Lapatinib,EGFR,7.795879364
KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMS-12-BM,Lapatinib,EGFR,8.0
KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMS-26,Lapatinib,EGFR,6.732223988
KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMS-34,Lapatinib,EGFR,5.140589714
KNS42_CENTRAL_NERVOUS_SYSTEM,KNS-42,Lapatinib,EGFR,8.0
KNS60_CENTRAL_NERVOUS_SYSTEM,KNS-60,Lapatinib,EGFR,8.0
KNS62_LUNG,KNS-62,Lapatinib,EGFR,8.0
KNS81_CENTRAL_NERVOUS_SYSTEM,KNS-81,Lapatinib,EGFR,8.0
KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KO52,Lapatinib,EGFR,8.0
KP1N_PANCREAS,KP-1N,Lapatinib,EGFR,8.0
KP1NL_PANCREAS,KP-1NL,Lapatinib,EGFR,8.0
KP2_PANCREAS,KP-2,Lapatinib,EGFR,8.0
KP3_PANCREAS,KP-3,Lapatinib,EGFR,8.0
KP4_PANCREAS,KP4,Lapatinib,EGFR,8.0
KPNSI9S_AUTONOMIC_GANGLIA,KP-N-SI9s,Lapatinib,EGFR,8.0
KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KU812,Lapatinib,EGFR,8.0
KURAMOCHI_OVARY,KURAMOCHI,Lapatinib,EGFR,8.0
KYM1_SOFT_TISSUE,KYM-1,Lapatinib,EGFR,8.0
KYSE140_OESOPHAGUS,KYSE-140,Lapatinib,EGFR,0.688929975
KYSE150_OESOPHAGUS,KYSE-150,Lapatinib,EGFR,8.0
KYSE180_OESOPHAGUS,KYSE-180,Lapatinib,EGFR,0.876243353
KYSE30_OESOPHAGUS,KYSE-30,Lapatinib,EGFR,7.858886242
KYSE410_OESOPHAGUS,KYSE-410,Lapatinib,EGFR,3.808474779
KYSE450_OESOPHAGUS,KYSE-450,Lapatinib,EGFR,2.574542999
KYSE510_OESOPHAGUS,KYSE-510,Lapatinib,EGFR,8.0
KYSE520_OESOPHAGUS,KYSE-520,Lapatinib,EGFR,3.773011446
KYSE70_OESOPHAGUS,KYSE-70,Lapatinib,EGFR,8.0
L33_PANCREAS,L3.3,Lapatinib,EGFR,2.124577284
L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,L-363,Lapatinib,EGFR,8.0
L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,L-428,Lapatinib,EGFR,8.0
LC1SQSF_LUNG,LC-1/sq-SF,Lapatinib,EGFR,8.0
LCLC103H_LUNG,LCLC-103H,Lapatinib,EGFR,8.0
LN18_CENTRAL_NERVOUS_SYSTEM,LN-18,Lapatinib,EGFR,8.0
LN229_CENTRAL_NERVOUS_SYSTEM,LN-229,Lapatinib,EGFR,8.0
LOUNH91_LUNG,LOU-NH91,Lapatinib,EGFR,8.0
LOXIMVI_SKIN,LOX IMVI,Lapatinib,EGFR,8.0
LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LP-1,Lapatinib,EGFR,1.779385119
LS123_LARGE_INTESTINE,LS123,Lapatinib,EGFR,8.0
LS411N_LARGE_INTESTINE,LS411N,Lapatinib,EGFR,8.0
LS513_LARGE_INTESTINE,LS513,Lapatinib,EGFR,2.88055253
LU99_LUNG,LU99,Lapatinib,EGFR,3.926637173
LUDLU1_LUNG,LUDLU-1,Lapatinib,EGFR,2.3196421
M059J,M059J,Lapatinib,EGFR,8.0
MALME3M_SKIN,Malme-3M,Lapatinib,EGFR,7.32541132
MB157_BREAST,MB 157,Lapatinib,EGFR,8.0
MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MC116,Lapatinib,EGFR,8.0
MCAS_OVARY,MCAS,Lapatinib,EGFR,6.324099541
MCF7_BREAST,MCF7,Lapatinib,EGFR,2.845193863
MDAMB157_BREAST,MDA-MB-157,Lapatinib,EGFR,8.0
MDAMB175VII_BREAST,MDA-MB-175-VII,Lapatinib,EGFR,0.46874091
MDAMB415_BREAST,MDA-MB-415,Lapatinib,EGFR,8.0
MDAMB435S_SKIN,MDA-MB-435S,Lapatinib,EGFR,8.0
MDAMB436_BREAST,MDA-MB-436,Lapatinib,EGFR,8.0
MDAMB453_BREAST,MDA-MB-453,Lapatinib,EGFR,1.437899709
MDAMB468_BREAST,MDA-MB-468,Lapatinib,EGFR,2.312558651
MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MEC-1,Lapatinib,EGFR,8.0
MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MEG-01,Lapatinib,EGFR,8.0
MELHO_SKIN,MEL-HO,Lapatinib,EGFR,6.552443981
MESSA_SOFT_TISSUE,MES-SA,Lapatinib,EGFR,8.0
MEWO_SKIN,MeWo,Lapatinib,EGFR,8.0
MFE280_ENDOMETRIUM,MFE-280,Lapatinib,EGFR,8.0
MFE296_ENDOMETRIUM,MFE-296,Lapatinib,EGFR,8.0
MFE319_ENDOMETRIUM,MFE-319,Lapatinib,EGFR,1.026923045
MG63_BONE,MG-63,Lapatinib,EGFR,8.0
MHHES1_BONE,MHH-ES-1,Lapatinib,EGFR,4.274786472
MIAPACA2_PANCREAS,MIA PaCa-2,Lapatinib,EGFR,7.469959259
MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Mino,Lapatinib,EGFR,3.686045647
MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MJ,Lapatinib,EGFR,8.0
MKN45_STOMACH,MKN-45,Lapatinib,EGFR,8.0
MKN7_STOMACH,MKN7,Lapatinib,EGFR,8.0
MKN74_STOMACH,MKN74,Lapatinib,EGFR,4.689732791
MOGGCCM_CENTRAL_NERVOUS_SYSTEM,MOG-G-CCM,Lapatinib,EGFR,8.0
MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLP-8,Lapatinib,EGFR,8.0
MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLT-16,Lapatinib,EGFR,1.46226204
MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MONO-MAC-1,Lapatinib,EGFR,4.00608778
MORCPR_LUNG,MOR/CPR,Lapatinib,EGFR,8.0
MPP89_PLEURA,MPP 89,Lapatinib,EGFR,8.0
MSTO211H_PLEURA,MSTO-211H,Lapatinib,EGFR,8.0
NCIH1048_LUNG,NCI-H1048,Lapatinib,EGFR,8.0
NCIH1092_LUNG,NCI-H1092,Lapatinib,EGFR,8.0
NCIH1155_LUNG,NCI-H1155,Lapatinib,EGFR,8.0
NCIH1184_LUNG,NCI-H1184,Lapatinib,EGFR,8.0
NCIH1299_LUNG,NCI-H1299,Lapatinib,EGFR,8.0
NCIH1339_LUNG,NCI-H1339,Lapatinib,EGFR,8.0
NCIH1341_LUNG,NCI-H1341,Lapatinib,EGFR,8.0
NCIH1355_LUNG,NCI-H1355,Lapatinib,EGFR,7.860697269
NCIH1373_LUNG,NCI-H1373,Lapatinib,EGFR,8.0
NCIH1563_LUNG,NCI-H1563,Lapatinib,EGFR,8.0
NCIH1568_LUNG,NCI-H1568,Lapatinib,EGFR,8.0
NCIH1573_LUNG,NCI-H1573,Lapatinib,EGFR,8.0
NCIH1581_LUNG,NCI-H1581,Lapatinib,EGFR,8.0
NCIH1648_LUNG,NCI-H1648,Lapatinib,EGFR,0.373408833
NCIH1650_LUNG,NCI-H1650,Lapatinib,EGFR,5.152448654
NCIH1651_LUNG,NCI-H1651,Lapatinib,EGFR,8.0
NCIH1666_LUNG,NCI-H1666,Lapatinib,EGFR,0.386495948
NCIH1693_LUNG,NCI-H1693,Lapatinib,EGFR,8.0
NCIH1694_LUNG,NCI-H1694,Lapatinib,EGFR,8.0
NCIH1703_LUNG,NCI-H1703,Lapatinib,EGFR,8.0
NCIH1792_LUNG,NCI-H1792,Lapatinib,EGFR,8.0
NCIH1793_LUNG,NCI-H1793,Lapatinib,EGFR,8.0
NCIH1869_LUNG,NCI-H1869,Lapatinib,EGFR,8.0
NCIH1915_LUNG,NCI-H1915,Lapatinib,EGFR,8.0
NCIH1944_LUNG,NCI-H1944,Lapatinib,EGFR,8.0
NCIH1975_LUNG,NCI-H1975,Lapatinib,EGFR,8.0
NCIH2009_LUNG,NCI-H2009,Lapatinib,EGFR,8.0
NCIH2023_LUNG,NCI-H2023,Lapatinib,EGFR,8.0
NCIH2030_LUNG,NCI-H2030,Lapatinib,EGFR,3.724179983
NCIH2052_PLEURA,NCI-H2052,Lapatinib,EGFR,8.0
NCIH2085_LUNG,NCI-H2085,Lapatinib,EGFR,8.0
NCIH2087_LUNG,NCI-H2087,Lapatinib,EGFR,8.0
NCIH211_LUNG,NCI-H211,Lapatinib,EGFR,8.0
NCIH2122_LUNG,NCI-H2122,Lapatinib,EGFR,2.934415817
NCIH2170_LUNG,NCI-H2170,Lapatinib,EGFR,0.300980896
NCIH2172_LUNG,NCI-H2172,Lapatinib,EGFR,8.0
NCIH2228_LUNG,NCI-H2228,Lapatinib,EGFR,8.0
NCIH226_LUNG,NCI-H226,Lapatinib,EGFR,8.0
NCIH2286_LUNG,NCI-H2286,Lapatinib,EGFR,7.359588146
NCIH23_LUNG,NCI-H23,Lapatinib,EGFR,8.0
NCIH2444_LUNG,NCI-H2444,Lapatinib,EGFR,1.746527776
NCIH2452_PLEURA,NCI-H2452,Lapatinib,EGFR,8.0
NCIH28_PLEURA,NCI-H28,Lapatinib,EGFR,2.911829233
NCIH322_LUNG,NCI-H322,Lapatinib,EGFR,1.362128496
NCIH3255_LUNG,NCI-H3255,Lapatinib,EGFR,0.333763152
NCIH358_LUNG,NCI-H358,Lapatinib,EGFR,2.838340044
NCIH441_LUNG,NCI-H441,Lapatinib,EGFR,8.0
NCIH460_LUNG,NCI-H460,Lapatinib,EGFR,8.0
NCIH520_LUNG,NCI-H520,Lapatinib,EGFR,8.0
NCIH522_LUNG,NCI-H522,Lapatinib,EGFR,8.0
NCIH647_LUNG,NCI-H647,Lapatinib,EGFR,8.0
NCIH650_LUNG,NCI-H650,Lapatinib,EGFR,8.0
NCIH661_LUNG,NCI-H661,Lapatinib,EGFR,8.0
NCIH727_LUNG,NCI-H727,Lapatinib,EGFR,8.0
NCIH747_LARGE_INTESTINE,NCI-H747,Lapatinib,EGFR,8.0
NCIH810_LUNG,NCI-H810,Lapatinib,EGFR,8.0
NCIN87_STOMACH,NCI-N87,Lapatinib,EGFR,0.06610655
NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NCO2,Lapatinib,EGFR,7.333292961
NIHOVCAR3_OVARY,NIH:OVCAR-3,Lapatinib,EGFR,5.117734732
NUGC3_STOMACH,NUGC-3,Lapatinib,EGFR,2.410752535
NUGC4_STOMACH,NUGC-4,Lapatinib,EGFR,0.171543315
OC314_OVARY,OC 314,Lapatinib,EGFR,8.0
OC315_OVARY,OC 315,Lapatinib,EGFR,8.0
OC316_OVARY,OC 316,Lapatinib,EGFR,8.0
OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCI-AML2,Lapatinib,EGFR,8.0
OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCI-AML5,Lapatinib,EGFR,8.0
OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCI-LY10,Lapatinib,EGFR,8.0
OCUM1_STOMACH,OCUM-1,Lapatinib,EGFR,8.0
OE21_OESOPHAGUS,OE21,Lapatinib,EGFR,1.70167017
OE33_OESOPHAGUS,OE33,Lapatinib,EGFR,3.538352251
ONCODG1_OVARY,ONCO-DG-1,Lapatinib,EGFR,8.0
ONS76_CENTRAL_NERVOUS_SYSTEM,ONS-76,Lapatinib,EGFR,8.0
OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OPM-2,Lapatinib,EGFR,8.0
OV90_OVARY,OV-90,Lapatinib,EGFR,8.0
OVCAR4_OVARY,OVCAR-4,Lapatinib,EGFR,8.0
OVCAR8_OVARY,OVCAR-8,Lapatinib,EGFR,5.095930576
OVMANA_OVARY,OVMANA,Lapatinib,EGFR,8.0
OVSAHO_OVARY,OVSAHO,Lapatinib,EGFR,8.0
OVTOKO_OVARY,OVTOKO,Lapatinib,EGFR,8.0
P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P12-ICHIKAWA,Lapatinib,EGFR,6.982272625
P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P31/FUJ,Lapatinib,EGFR,8.0
P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P3HR-1,Lapatinib,EGFR,8.0
PANC0203_PANCREAS,Panc 02.03,Lapatinib,EGFR,5.197283745
PANC0327_PANCREAS,Panc 03.27,Lapatinib,EGFR,6.904091835
PANC0403_PANCREAS,Panc 04.03,Lapatinib,EGFR,8.0
PANC1005_PANCREAS,Panc 10.05,Lapatinib,EGFR,7.987658501
PATU8902_PANCREAS,PA-TU-8902,Lapatinib,EGFR,8.0
PC14_LUNG,PC-14,Lapatinib,EGFR,2.149658918
PC3_PROSTATE,PC-3,Lapatinib,EGFR,8.0
PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Pfeiffer,Lapatinib,EGFR,8.0
PK1_PANCREAS,PK-1,Lapatinib,EGFR,7.236270905
PK45H_PANCREAS,PK-45H,Lapatinib,EGFR,8.0
PK59_PANCREAS,PK-59,Lapatinib,EGFR,6.190493584
PL45_PANCREAS,PL45,Lapatinib,EGFR,8.0
PLCPRF5_LIVER,PLC/PRF/5,Lapatinib,EGFR,6.669433117
PSN1_PANCREAS,PSN1,Lapatinib,EGFR,8.0
QGP1_PANCREAS,QGP-1,Lapatinib,EGFR,8.0
RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Raji,Lapatinib,EGFR,8.0
RD_SOFT_TISSUE,RD,Lapatinib,EGFR,8.0
REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Reh,Lapatinib,EGFR,7.811583519
RERFGC1B_STOMACH,RERF-GC-1B,Lapatinib,EGFR,8.0
RERFLCAI_LUNG,RERF-LC-AI,Lapatinib,EGFR,8.0
RERFLCMS_LUNG,RERF-LC-MS,Lapatinib,EGFR,8.0
RKN_OVARY,RKN,Lapatinib,EGFR,8.0
RKO_LARGE_INTESTINE,RKO,Lapatinib,EGFR,8.0
RL952_ENDOMETRIUM,RL95-2,Lapatinib,EGFR,3.012983322
RPMI7951_SKIN,RPMI-7951,Lapatinib,EGFR,8.0
RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,RPMI-8402,Lapatinib,EGFR,5.996370792
RT112_URINARY_TRACT,RT-112,Lapatinib,EGFR,6.525924206
RT4_URINARY_TRACT,RT4,Lapatinib,EGFR,8.0
RVH421_SKIN,RVH-421,Lapatinib,EGFR,8.0
SAOS2_BONE,Saos-2,Lapatinib,EGFR,8.0
SBC5_LUNG,SBC-5,Lapatinib,EGFR,8.0
SCABER_URINARY_TRACT,SCaBER,Lapatinib,EGFR,1.511765718
SCC25_UPPER_AERODIGESTIVE_TRACT,SCC-25,Lapatinib,EGFR,2.398599148
SCC9_UPPER_AERODIGESTIVE_TRACT,SCC-9,Lapatinib,EGFR,4.28721571
SF126_CENTRAL_NERVOUS_SYSTEM,SF126,Lapatinib,EGFR,8.0
SF295_CENTRAL_NERVOUS_SYSTEM,SF-295,Lapatinib,EGFR,8.0
SF8657,SF8657,Lapatinib,EGFR,8.0
SH10TC_STOMACH,SH-10-TC,Lapatinib,EGFR,8.0
SHP77_LUNG,SHP-77,Lapatinib,EGFR,8.0
SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SIG-M5,Lapatinib,EGFR,7.851887226
SIMA_AUTONOMIC_GANGLIA,SIMA,Lapatinib,EGFR,8.0
SJRH30_SOFT_TISSUE,SJRH30,Lapatinib,EGFR,8.0
SJSA1_BONE,SJSA-1,Lapatinib,EGFR,8.0
SKBR3_BREAST,SK-BR-3,Lapatinib,EGFR,0.196391836
SKCO1_LARGE_INTESTINE,SK-CO-1,Lapatinib,EGFR,0.715620146
SKES1_BONE,SK-ES-1,Lapatinib,EGFR,8.0
SKHEP1_LIVER,SK-HEP-1,Lapatinib,EGFR,8.0
SKLMS1_SOFT_TISSUE,SK-LMS-1,Lapatinib,EGFR,7.136584282
SKLU1_LUNG,SK-LU-1,Lapatinib,EGFR,8.0
SKMEL2_SKIN,SK-MEL-2,Lapatinib,EGFR,8.0
SKMEL24_SKIN,SK-MEL-24,Lapatinib,EGFR,8.0
SKMEL30_SKIN,SK-MEL-30,Lapatinib,EGFR,8.0
SKMEL31_SKIN,SK-MEL-31,Lapatinib,EGFR,8.0
SKMEL5_SKIN,SK-MEL-5,Lapatinib,EGFR,8.0
SKMES1_LUNG,SK-MES-1,Lapatinib,EGFR,1.476444125
SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SK-MM-2,Lapatinib,EGFR,2.369957447
SKNAS_AUTONOMIC_GANGLIA,SK-N-AS,Lapatinib,EGFR,8.0
SKNBE2_AUTONOMIC_GANGLIA,SK-N-BE(2),Lapatinib,EGFR,8.0
SKNDZ_AUTONOMIC_GANGLIA,SK-N-DZ,Lapatinib,EGFR,8.0
SKNFI_AUTONOMIC_GANGLIA,SK-N-FI,Lapatinib,EGFR,8.0
SKNSH_AUTONOMIC_GANGLIA,SK-N-SH,Lapatinib,EGFR,8.0
SKOV3_OVARY,SK-OV-3,Lapatinib,EGFR,0.983712375
SNGM_ENDOMETRIUM,SNG-M,Lapatinib,EGFR,8.0
SNU1_STOMACH,SNU-1,Lapatinib,EGFR,8.0
SNU16_STOMACH,SNU-16,Lapatinib,EGFR,6.697770596
SNU182_LIVER,SNU-182,Lapatinib,EGFR,8.0
SNU387_LIVER,SNU-387,Lapatinib,EGFR,8.0
SNU398_LIVER,SNU-398,Lapatinib,EGFR,8.0
SNU423_LIVER,SNU-423,Lapatinib,EGFR,8.0
SNU449_LIVER,SNU-449,Lapatinib,EGFR,8.0
SNU475_LIVER,SNU-475,Lapatinib,EGFR,8.0
SNUC2A_LARGE_INTESTINE,SNU-C2A,Lapatinib,EGFR,8.0
SNUC2B,SNU-C2B,Lapatinib,EGFR,3.804849148
SQ1_LUNG,Sq-1,Lapatinib,EGFR,8.0
SU8686_PANCREAS,SU.86.86,Lapatinib,EGFR,8.0
SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SU-DHL-10,Lapatinib,EGFR,0.89234285
SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SU-DHL-4,Lapatinib,EGFR,5.036627293
SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SU-DHL-6,Lapatinib,EGFR,0.386255655
SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SU-DHL-8,Lapatinib,EGFR,6.819135189
SUIT2_PANCREAS,SUIT-2,Lapatinib,EGFR,8.0
SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SUP-M2,Lapatinib,EGFR,8.0
SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SUP-T1,Lapatinib,EGFR,8.0
SW1088_CENTRAL_NERVOUS_SYSTEM,SW 1088,Lapatinib,EGFR,6.737086296
SW1271_LUNG,SW 1271,Lapatinib,EGFR,8.0
SW1353_BONE,SW 1353,Lapatinib,EGFR,8.0
SW1417_LARGE_INTESTINE,SW1417,Lapatinib,EGFR,8.0
SW1573_LUNG,SW 1573,Lapatinib,EGFR,8.0
SW1990_PANCREAS,SW 1990,Lapatinib,EGFR,8.0
SW403_LARGE_INTESTINE,SW403,Lapatinib,EGFR,2.379554535
SW48_LARGE_INTESTINE,SW48,Lapatinib,EGFR,8.0
SW480_LARGE_INTESTINE,SW480,Lapatinib,EGFR,8.0
SW579_THYROID,SW579,Lapatinib,EGFR,8.0
SW620_LARGE_INTESTINE,SW620,Lapatinib,EGFR,8.0
SW780_URINARY_TRACT,SW 780,Lapatinib,EGFR,8.0
SW900_LUNG,SW 900,Lapatinib,EGFR,8.0
T24_URINARY_TRACT,T24,Lapatinib,EGFR,8.0
T3M10_LUNG,T3M-10,Lapatinib,EGFR,7.170650959
T47D_BREAST,T-47D,Lapatinib,EGFR,8.0
T84_LARGE_INTESTINE,T84,Lapatinib,EGFR,8.0
T98G_CENTRAL_NERVOUS_SYSTEM,T98G,Lapatinib,EGFR,8.0
TC71_BONE,TC-71,Lapatinib,EGFR,8.0
TCCSUP_URINARY_TRACT,TCCSUP,Lapatinib,EGFR,8.0
TE1_OESOPHAGUS,TE-1,Lapatinib,EGFR,8.0
TE11_OESOPHAGUS,TE-11,Lapatinib,EGFR,0.637750149
TE15_OESOPHAGUS,TE-15,Lapatinib,EGFR,1.285878181
TE5_OESOPHAGUS,TE-5,Lapatinib,EGFR,8.0
TE617T_SOFT_TISSUE,TE 617.T,Lapatinib,EGFR,0.242927998
TE9_OESOPHAGUS,TE-9,Lapatinib,EGFR,5.855278969
TEN_ENDOMETRIUM,TEN,Lapatinib,EGFR,8.0
TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Toledo,Lapatinib,EGFR,8.0
TOV112D_OVARY,TOV-112D,Lapatinib,EGFR,8.0
TOV21G_OVARY,TOV-21G,Lapatinib,EGFR,8.0
TT2609C02_THYROID,TT2609-C02,Lapatinib,EGFR,8.0
TYKNU_OVARY,TYK-nu,Lapatinib,EGFR,5.343410969
U118MG_CENTRAL_NERVOUS_SYSTEM,U-118 MG,Lapatinib,EGFR,8.0
U2OS_BONE,U-2 OS,Lapatinib,EGFR,8.0
U87MG_CENTRAL_NERVOUS_SYSTEM,U-87 MG,Lapatinib,EGFR,8.0
U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,U-937,Lapatinib,EGFR,6.971768856
UACC257_SKIN,UACC-257,Lapatinib,EGFR,8.0
UACC62_SKIN,UACC-62,Lapatinib,EGFR,8.0
UACC812_BREAST,UACC-812,Lapatinib,EGFR,8.0
UMUC3_URINARY_TRACT,UM-UC-3,Lapatinib,EGFR,8.0
VMRCLCD_LUNG,VMRC-LCD,Lapatinib,EGFR,8.0
VMRCRCW_KIDNEY,VMRC-RCW,Lapatinib,EGFR,3.89509654
VMRCRCZ_KIDNEY,VMRC-RCZ,Lapatinib,EGFR,8.0
WM115_SKIN,WM-115,Lapatinib,EGFR,8.0
WM1799_SKIN,WM1799,Lapatinib,EGFR,8.0
WM2664_SKIN,WM-266-4,Lapatinib,EGFR,8.0
WM793_SKIN,WM-793,Lapatinib,EGFR,4.641665936
WM88_SKIN,WM-88,Lapatinib,EGFR,8.0
WM983B_SKIN,WM-983B,Lapatinib,EGFR,5.689120293
YKG1_CENTRAL_NERVOUS_SYSTEM,YKG1,Lapatinib,EGFR,8.0
ZR751_BREAST,ZR-75-1,Lapatinib,EGFR,8.0
ZR7530_BREAST,ZR-75-30,Lapatinib,EGFR,0.166593418
1321N1_CENTRAL_NERVOUS_SYSTEM,1321N1,Nutlin-3,MDM2,8.0
22RV1_PROSTATE,22Rv1,Nutlin-3,MDM2,8.0
42MGBA_CENTRAL_NERVOUS_SYSTEM,42-MG-BA,Nutlin-3,MDM2,8.0
5637_URINARY_TRACT,5637,Nutlin-3,MDM2,8.0
639V_URINARY_TRACT,639-V,Nutlin-3,MDM2,8.0
