CCLE Cell Line Name,Primary Cell Line Name,Compound,Target,IC50 (uM)
SKHEP1_LIVER,SK-HEP-1,AZD6244,MEK,8.0
SKLMS1_SOFT_TISSUE,SK-LMS-1,AZD6244,MEK,8.0
SKLU1_LUNG,SK-LU-1,AZD6244,MEK,8.0
SKMEL2_SKIN,SK-MEL-2,AZD6244,MEK,2.413272142
SKMEL24_SKIN,SK-MEL-24,AZD6244,MEK,2.3126297
SKMEL30_SKIN,SK-MEL-30,AZD6244,MEK,0.09143956
SKMEL31_SKIN,SK-MEL-31,AZD6244,MEK,8.0
SKMEL5_SKIN,SK-MEL-5,AZD6244,MEK,0.168868572
SKMES1_LUNG,SK-MES-1,AZD6244,MEK,8.0
SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SK-MM-2,AZD6244,MEK,8.0
SKNAS_AUTONOMIC_GANGLIA,SK-N-AS,AZD6244,MEK,0.203245521
SKNBE2_AUTONOMIC_GANGLIA,SK-N-BE(2),AZD6244,MEK,8.0
SKNDZ_AUTONOMIC_GANGLIA,SK-N-DZ,AZD6244,MEK,8.0
SKNFI_AUTONOMIC_GANGLIA,SK-N-FI,AZD6244,MEK,8.0
SKNSH_AUTONOMIC_GANGLIA,SK-N-SH,AZD6244,MEK,8.0
SKOV3_OVARY,SK-OV-3,AZD6244,MEK,8.0
SNGM_ENDOMETRIUM,SNG-M,AZD6244,MEK,8.0
SNU1_STOMACH,SNU-1,AZD6244,MEK,2.090872049
SNU16_STOMACH,SNU-16,AZD6244,MEK,8.0
SNU182_LIVER,SNU-182,AZD6244,MEK,8.0
SNU387_LIVER,SNU-387,AZD6244,MEK,8.0
SNU398_LIVER,SNU-398,AZD6244,MEK,8.0
SNU423_LIVER,SNU-423,AZD6244,MEK,8.0
SNU449_LIVER,SNU-449,AZD6244,MEK,8.0
SNU475_LIVER,SNU-475,AZD6244,MEK,8.0
SNUC2A_LARGE_INTESTINE,SNU-C2A,AZD6244,MEK,8.0
SNUC2B,SNU-C2B,AZD6244,MEK,6.361215115
SQ1_LUNG,Sq-1,AZD6244,MEK,8.0
SU8686_PANCREAS,SU.86.86,AZD6244,MEK,8.0
SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SU-DHL-10,AZD6244,MEK,8.0
SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SU-DHL-4,AZD6244,MEK,8.0
SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SU-DHL-6,AZD6244,MEK,8.0
SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SU-DHL-8,AZD6244,MEK,8.0
SUIT2_PANCREAS,SUIT-2,AZD6244,MEK,0.552702963
SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SUP-M2,AZD6244,MEK,6.54872036
SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SUP-T1,AZD6244,MEK,8.0
SW1088_CENTRAL_NERVOUS_SYSTEM,SW 1088,AZD6244,MEK,8.0
SW1271_LUNG,SW 1271,AZD6244,MEK,1.708139181
SW1353_BONE,SW 1353,AZD6244,MEK,8.0
SW1417_LARGE_INTESTINE,SW1417,AZD6244,MEK,0.200470254
SW1573_LUNG,SW 1573,AZD6244,MEK,8.0
SW1990_PANCREAS,SW 1990,AZD6244,MEK,3.996007919
SW403_LARGE_INTESTINE,SW403,AZD6244,MEK,0.064917043
SW48_LARGE_INTESTINE,SW48,AZD6244,MEK,0.036256053
SW480_LARGE_INTESTINE,SW480,AZD6244,MEK,2.803628922
SW579_THYROID,SW579,AZD6244,MEK,8.0
SW620_LARGE_INTESTINE,SW620,AZD6244,MEK,0.058131345
SW780_URINARY_TRACT,SW 780,AZD6244,MEK,4.865739346
SW900_LUNG,SW 900,AZD6244,MEK,8.0
T24_URINARY_TRACT,T24,AZD6244,MEK,8.0
T3M10_LUNG,T3M-10,AZD6244,MEK,8.0
T47D_BREAST,T-47D,AZD6244,MEK,8.0
T84_LARGE_INTESTINE,T84,AZD6244,MEK,8.0
T98G_CENTRAL_NERVOUS_SYSTEM,T98G,AZD6244,MEK,8.0
TC71_BONE,TC-71,AZD6244,MEK,8.0
TCCSUP_URINARY_TRACT,TCCSUP,AZD6244,MEK,8.0
TE1_OESOPHAGUS,TE-1,AZD6244,MEK,8.0
TE11_OESOPHAGUS,TE-11,AZD6244,MEK,8.0
TE15_OESOPHAGUS,TE-15,AZD6244,MEK,0.953287825
TE5_OESOPHAGUS,TE-5,AZD6244,MEK,8.0
TE617T_SOFT_TISSUE,TE 617.T,AZD6244,MEK,0.926280141
TE9_OESOPHAGUS,TE-9,AZD6244,MEK,8.0
TEN_ENDOMETRIUM,TEN,AZD6244,MEK,8.0
TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Toledo,AZD6244,MEK,8.0
TOV112D_OVARY,TOV-112D,AZD6244,MEK,8.0
TOV21G_OVARY,TOV-21G,AZD6244,MEK,8.0
TT2609C02_THYROID,TT2609-C02,AZD6244,MEK,0.35643959
TYKNU_OVARY,TYK-nu,AZD6244,MEK,8.0
U118MG_CENTRAL_NERVOUS_SYSTEM,U-118 MG,AZD6244,MEK,8.0
U2OS_BONE,U-2 OS,AZD6244,MEK,8.0
U87MG_CENTRAL_NERVOUS_SYSTEM,U-87 MG,AZD6244,MEK,8.0
U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,U-937,AZD6244,MEK,8.0
UACC257_SKIN,UACC-257,AZD6244,MEK,0.234048441
UACC62_SKIN,UACC-62,AZD6244,MEK,0.035012472
UACC812_BREAST,UACC-812,AZD6244,MEK,8.0
UMUC3_URINARY_TRACT,UM-UC-3,AZD6244,MEK,8.0
VMRCLCD_LUNG,VMRC-LCD,AZD6244,MEK,8.0
VMRCRCW_KIDNEY,VMRC-RCW,AZD6244,MEK,8.0
VMRCRCZ_KIDNEY,VMRC-RCZ,AZD6244,MEK,8.0
WM115_SKIN,WM-115,AZD6244,MEK,8.0
WM1799_SKIN,WM1799,AZD6244,MEK,0.350596309
WM2664_SKIN,WM-266-4,AZD6244,MEK,0.165270492
WM793_SKIN,WM-793,AZD6244,MEK,8.0
WM88_SKIN,WM-88,AZD6244,MEK,0.051433355
WM983B_SKIN,WM-983B,AZD6244,MEK,0.087770343
YKG1_CENTRAL_NERVOUS_SYSTEM,YKG1,AZD6244,MEK,8.0
ZR751_BREAST,ZR-75-1,AZD6244,MEK,8.0
ZR7530_BREAST,ZR-75-30,AZD6244,MEK,8.0
1321N1_CENTRAL_NERVOUS_SYSTEM,1321N1,PLX4720,RAF,8.0
22RV1_PROSTATE,22Rv1,PLX4720,RAF,8.0
42MGBA_CENTRAL_NERVOUS_SYSTEM,42-MG-BA,PLX4720,RAF,8.0
5637_URINARY_TRACT,5637,PLX4720,RAF,3.738452435
639V_URINARY_TRACT,639-V,PLX4720,RAF,8.0
697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,697,PLX4720,RAF,1.699568575
769P_KIDNEY,769-P,PLX4720,RAF,8.0
8305C_THYROID,8305C,PLX4720,RAF,5.313370705
8505C_THYROID,8505C,PLX4720,RAF,8.0
8MGBA_CENTRAL_NERVOUS_SYSTEM,8-MG-BA,PLX4720,RAF,8.0
A172_CENTRAL_NERVOUS_SYSTEM,A172,PLX4720,RAF,8.0
A204_SOFT_TISSUE,A-204,PLX4720,RAF,8.0
A2058_SKIN,A2058,PLX4720,RAF,8.0
A253_SALIVARY_GLAND,A-253,PLX4720,RAF,8.0
A2780_OVARY,A2780,PLX4720,RAF,8.0
A375_SKIN,A-375,PLX4720,RAF,0.258287698
A549_LUNG,A549,PLX4720,RAF,8.0
A673_BONE,A-673,PLX4720,RAF,8.0
ACHN_KIDNEY,ACHN,PLX4720,RAF,8.0
ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ALL-SIL,PLX4720,RAF,6.943338871
AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AMO-1,PLX4720,RAF,8.0
AN3CA_ENDOMETRIUM,AN3 CA,PLX4720,RAF,8.0
ASPC1_PANCREAS,AsPC-1,PLX4720,RAF,8.0
AU565_BREAST,AU565,PLX4720,RAF,8.0
AZ521_STOMACH,AZ-521,PLX4720,RAF,8.0
BCPAP_THYROID,B-CPAP,PLX4720,RAF,8.0
BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BDCM,PLX4720,RAF,8.0
BFTC909_KIDNEY,BFTC-909,PLX4720,RAF,8.0
BGC823_STOMACH,BGC-823,PLX4720,RAF,8.0
BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BL-41,PLX4720,RAF,8.0
BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BL-70,PLX4720,RAF,8.0
BT20_BREAST,BT-20,PLX4720,RAF,8.0
BT474_BREAST,BT-474,PLX4720,RAF,8.0
BT549_BREAST,BT-549,PLX4720,RAF,8.0
BXPC3_PANCREAS,BxPC-3,PLX4720,RAF,3.000696659
C2BBE1_LARGE_INTESTINE,C2BBe1,PLX4720,RAF,8.0
C32_SKIN,C32,PLX4720,RAF,2.206977606
C3A_LIVER,C3A,PLX4720,RAF,8.0
CAKI2_KIDNEY,Caki-2,PLX4720,RAF,8.0
CAL12T_LUNG,CAL-12T,PLX4720,RAF,5.935973167
CAL27_UPPER_AERODIGESTIVE_TRACT,CAL 27,PLX4720,RAF,8.0
CAL78_BONE,CAL-78,PLX4720,RAF,8.0
CAL851_BREAST,CAL-85-1,PLX4720,RAF,8.0
CALU1_LUNG,Calu-1,PLX4720,RAF,8.0
CALU3_LUNG,Calu-3,PLX4720,RAF,8.0
CALU6_LUNG,Calu-6,PLX4720,RAF,0.809417602
CAMA1_BREAST,CAMA-1,PLX4720,RAF,8.0
CAPAN2_PANCREAS,Capan-2,PLX4720,RAF,8.0
CAS1_CENTRAL_NERVOUS_SYSTEM,CAS-1,PLX4720,RAF,8.0
CCK81_LARGE_INTESTINE,CCK-81,PLX4720,RAF,8.0
CHL1_SKIN,CHL-1,PLX4720,RAF,8.0
CHP212_AUTONOMIC_GANGLIA,CHP-212,PLX4720,RAF,8.0
CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CI-1,PLX4720,RAF,8.0
CMK86_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CMK-86,PLX4720,RAF,8.0
COLO201_LARGE_INTESTINE,COLO 201,PLX4720,RAF,0.625659168
COLO205_LARGE_INTESTINE,COLO 205,PLX4720,RAF,0.394231439
COLO320_LARGE_INTESTINE,COLO-320,PLX4720,RAF,8.0
COLO677_LUNG,COLO-677,PLX4720,RAF,8.0
COLO678_LARGE_INTESTINE,COLO-678,PLX4720,RAF,8.0
COLO679_SKIN,COLO-679,PLX4720,RAF,0.554165304
COLO699_LUNG,COLO-699,PLX4720,RAF,8.0
COLO741_SKIN,COLO 741,PLX4720,RAF,4.03970623
CORL105_LUNG,COR-L105,PLX4720,RAF,8.0
CORL23_LUNG,COR-L23,PLX4720,RAF,8.0
COV318_OVARY,COV318,PLX4720,RAF,8.0
COV504_OVARY,COV504,PLX4720,RAF,8.0
DAOY_CENTRAL_NERVOUS_SYSTEM,Daoy,PLX4720,RAF,8.0
DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,DBTRG-05MG,PLX4720,RAF,2.652912855
DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,DEL,PLX4720,RAF,8.0
DETROIT562_UPPER_AERODIGESTIVE_TRACT,Detroit 562,PLX4720,RAF,8.0
DKMG_CENTRAL_NERVOUS_SYSTEM,DK-MG,PLX4720,RAF,8.0
DMS114_LUNG,DMS 114,PLX4720,RAF,8.0
DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,DOHH-2,PLX4720,RAF,8.0
DOV13_OVARY,DOV13,PLX4720,RAF,8.0
DU145_PROSTATE,DU 145,PLX4720,RAF,8.0
DV90_LUNG,DV-90,PLX4720,RAF,8.0
EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EB1,PLX4720,RAF,8.0
EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EB2,PLX4720,RAF,8.0
EBC1_LUNG,EBC-1,PLX4720,RAF,8.0
EFE184_ENDOMETRIUM,EFE-184,PLX4720,RAF,8.0
EFM19_BREAST,EFM-19,PLX4720,RAF,8.0
EFO21_OVARY,EFO-21,PLX4720,RAF,8.0
EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EM-2,PLX4720,RAF,8.0
EN_ENDOMETRIUM,EN,PLX4720,RAF,8.0
ES2_OVARY,ES-2,PLX4720,RAF,8.0
ESS1_ENDOMETRIUM,ESS-1,PLX4720,RAF,8.0
F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,F-36P,PLX4720,RAF,8.0
FADU_UPPER_AERODIGESTIVE_TRACT,FaDu,PLX4720,RAF,8.0
FU97_STOMACH,FU97,PLX4720,RAF,8.0
FUOV1_OVARY,FU-OV-1,PLX4720,RAF,8.0
G361_SKIN,G-361,PLX4720,RAF,1.286707997
G401_SOFT_TISSUE,G-401,PLX4720,RAF,8.0
G402_SOFT_TISSUE,G-402,PLX4720,RAF,8.0
GAMG_CENTRAL_NERVOUS_SYSTEM,GAMG,PLX4720,RAF,8.0
GB1_CENTRAL_NERVOUS_SYSTEM,GB-1,PLX4720,RAF,4.628991127
GCIY_STOMACH,GCIY,PLX4720,RAF,8.0
GCT_SOFT_TISSUE,GCT,PLX4720,RAF,5.271176815
GI1_CENTRAL_NERVOUS_SYSTEM,GI-1,PLX4720,RAF,8.0
GLC82_LUNG,GLC-82,PLX4720,RAF,8.0
GMS10_CENTRAL_NERVOUS_SYSTEM,GMS-10,PLX4720,RAF,8.0
GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,GRANTA-519,PLX4720,RAF,8.0
H4_CENTRAL_NERVOUS_SYSTEM,H4,PLX4720,RAF,8.0
HARA_LUNG,HARA,PLX4720,RAF,8.0
HCC1187_BREAST,HCC1187,PLX4720,RAF,8.0
HCC1395_BREAST,HCC1395,PLX4720,RAF,8.0
HCC15_LUNG,HCC-15,PLX4720,RAF,8.0
HCC1569_BREAST,HCC1569,PLX4720,RAF,8.0
HCC1806_BREAST,HCC1806,PLX4720,RAF,8.0
HCC1954_BREAST,HCC1954,PLX4720,RAF,8.0
HCC2935_LUNG,HCC2935,PLX4720,RAF,8.0
HCC4006_LUNG,HCC4006,PLX4720,RAF,8.0
HCC44_LUNG,HCC-44,PLX4720,RAF,8.0
HCC56_LARGE_INTESTINE,HCC-56,PLX4720,RAF,8.0
HCC70_BREAST,HCC70,PLX4720,RAF,8.0
HCC78_LUNG,HCC-78,PLX4720,RAF,8.0
HCC827_LUNG,HCC827,PLX4720,RAF,8.0
HCT116_LARGE_INTESTINE,HCT 116,PLX4720,RAF,8.0
HCT15_LARGE_INTESTINE,HCT-15,PLX4720,RAF,8.0
HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HD-MY-Z,PLX4720,RAF,6.105682373
HDQP1_BREAST,HDQ-P1,PLX4720,RAF,8.0
HEC151_ENDOMETRIUM,HEC-151,PLX4720,RAF,8.0
HEC1A_ENDOMETRIUM,HEC-1-A,PLX4720,RAF,8.0
HEC1B_ENDOMETRIUM,HEC-1-B,PLX4720,RAF,8.0
HEC251_ENDOMETRIUM,HEC-251,PLX4720,RAF,8.0
HEC265_ENDOMETRIUM,HEC-265,PLX4720,RAF,8.0
HEC59_ENDOMETRIUM,HEC-59,PLX4720,RAF,8.0
HEC6_ENDOMETRIUM,HEC-6,PLX4720,RAF,8.0
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL 92.1.7,PLX4720,RAF,8.0
HEP3B217_LIVER,Hep 3B2.1-7,PLX4720,RAF,8.0
HEPG2_LIVER,Hep G2,PLX4720,RAF,4.706068516
HGC27_STOMACH,HGC-27,PLX4720,RAF,8.0
HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HH,PLX4720,RAF,8.0
HLE_LIVER,HLE,PLX4720,RAF,8.0
HLF_LIVER,HLF,PLX4720,RAF,8.0
HMC18_BREAST,HMC-1-8,PLX4720,RAF,8.0
HMCB_SKIN,HMCB,PLX4720,RAF,8.0
HOS_BONE,HOS,PLX4720,RAF,8.0
HPAC_PANCREAS,HPAC,PLX4720,RAF,8.0
HPAFII_PANCREAS,HPAF-II,PLX4720,RAF,8.0
HS229T_LUNG,Hs 229.T,PLX4720,RAF,8.0
HS294T_SKIN,Hs 294T,PLX4720,RAF,8.0
HS578T_BREAST,Hs 578T,PLX4720,RAF,8.0
HS683_CENTRAL_NERVOUS_SYSTEM,Hs 683,PLX4720,RAF,8.0
HS695T_SKIN,Hs 695T,PLX4720,RAF,7.264561176
HS729_SOFT_TISSUE,Hs 729,PLX4720,RAF,8.0
HS739T_BREAST,Hs 739.T,PLX4720,RAF,8.0
HS746T_STOMACH,Hs 746T,PLX4720,RAF,8.0
HS766T_PANCREAS,Hs 766T,PLX4720,RAF,8.0
HS840T_UPPER_AERODIGESTIVE_TRACT,Hs 840.T,PLX4720,RAF,8.0
HS852T_SKIN,Hs 852.T,PLX4720,RAF,8.0
HS895T_SKIN,Hs 895.T,PLX4720,RAF,7.153817177
HS936T_SKIN,Hs 936.T,PLX4720,RAF,8.0
HS939T_SKIN,Hs 939.T,PLX4720,RAF,2.102822304
HS944T_SKIN,Hs 944.T,PLX4720,RAF,5.65844059
HSC2_UPPER_AERODIGESTIVE_TRACT,HSC-2,PLX4720,RAF,8.0
HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HT,PLX4720,RAF,8.0
HT1080_SOFT_TISSUE,HT-1080,PLX4720,RAF,8.0
HT1197_URINARY_TRACT,HT-1197,PLX4720,RAF,8.0
HT1376_URINARY_TRACT,HT-1376,PLX4720,RAF,8.0
HT144_SKIN,HT-144,PLX4720,RAF,1.336324811
HT29_LARGE_INTESTINE,HT-29,PLX4720,RAF,1.678125024
HUCCT1_BILIARY_TRACT,HuCCT1,PLX4720,RAF,8.0
HUH1_LIVER,huH-1,PLX4720,RAF,8.0
HUPT3_PANCREAS,HUP-T3,PLX4720,RAF,8.0
HUPT4_PANCREAS,HUP-T4,PLX4720,RAF,8.0
HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HuT 78,PLX4720,RAF,8.0
IALM_LUNG,IA-LM,PLX4720,RAF,8.0
IGR37_SKIN,IGR-37,PLX4720,RAF,0.904429674
IGR39_SKIN,IGR-39,PLX4720,RAF,8.0
IM95_STOMACH,IM95,PLX4720,RAF,8.0
IMR32_AUTONOMIC_GANGLIA,IMR-32,PLX4720,RAF,5.588811874
IPC298_SKIN,IPC-298,PLX4720,RAF,8.0
ISHIKAWAHERAKLIO02ER_ENDOMETRIUM,Ishikawa (Heraklio) 02 ER-,PLX4720,RAF,8.0
ISTMES1_PLEURA,IST-MES1,PLX4720,RAF,8.0
ISTMES2_PLEURA,IST-MES2,PLX4720,RAF,3.671973228
J82_URINARY_TRACT,J82,PLX4720,RAF,8.0
JHH2_LIVER,JHH-2,PLX4720,RAF,8.0
JHH4_LIVER,JHH-4,PLX4720,RAF,4.928554535
JHH5_LIVER,JHH-5,PLX4720,RAF,8.0
JHH6_LIVER,JHH-6,PLX4720,RAF,8.0
JHH7_LIVER,JHH-7,PLX4720,RAF,8.0
JHOS2_OVARY,JHOS-2,PLX4720,RAF,8.0
JHOS4_OVARY,JHOS-4,PLX4720,RAF,8.0
JHUEM2_ENDOMETRIUM,JHUEM-2,PLX4720,RAF,8.0
JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,JM1,PLX4720,RAF,8.0
JMSU1_URINARY_TRACT,JMSU-1,PLX4720,RAF,5.027737141
JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,JURKAT,PLX4720,RAF,3.758895636
JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,JVM-3,PLX4720,RAF,3.727098703
K029AX_SKIN,K029AX,PLX4720,RAF,2.110589266
KALS1_CENTRAL_NERVOUS_SYSTEM,KALS-1,PLX4720,RAF,8.0
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KARPAS-299,PLX4720,RAF,8.0
KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KARPAS-422,PLX4720,RAF,8.0
KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KARPAS-620,PLX4720,RAF,8.0
KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KASUMI-2,PLX4720,RAF,8.0
KCIMOH1_PANCREAS,KCI-MOH1,PLX4720,RAF,8.0
KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KCL-22,PLX4720,RAF,8.0
KE39_STOMACH,KE-39,PLX4720,RAF,8.0
KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KE-97,PLX4720,RAF,5.475784302
KELLY_AUTONOMIC_GANGLIA,KELLY,PLX4720,RAF,8.0
KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KG-1,PLX4720,RAF,8.0
KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KHM-1B,PLX4720,RAF,8.0
KLE_ENDOMETRIUM,KLE,PLX4720,RAF,8.0
KMBC2_URINARY_TRACT,KMBC-2,PLX4720,RAF,8.0
KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMM-1,PLX4720,RAF,8.0
KMRC1_KIDNEY,KMRC-1,PLX4720,RAF,8.0
KMRC2_KIDNEY,KMRC-2,PLX4720,RAF,8.0
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMS-11,PLX4720,RAF,8.0
KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMS-12-BM,PLX4720,RAF,8.0
KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMS-26,PLX4720,RAF,8.0
KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMS-34,PLX4720,RAF,8.0
KNS42_CENTRAL_NERVOUS_SYSTEM,KNS-42,PLX4720,RAF,8.0
KNS60_CENTRAL_NERVOUS_SYSTEM,KNS-60,PLX4720,RAF,8.0
KNS62_LUNG,KNS-62,PLX4720,RAF,8.0
KNS81_CENTRAL_NERVOUS_SYSTEM,KNS-81,PLX4720,RAF,8.0
KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KO52,PLX4720,RAF,8.0
KP1N_PANCREAS,KP-1N,PLX4720,RAF,8.0
KP1NL_PANCREAS,KP-1NL,PLX4720,RAF,8.0
KP3_PANCREAS,KP-3,PLX4720,RAF,8.0
KP4_PANCREAS,KP4,PLX4720,RAF,8.0
KPNSI9S_AUTONOMIC_GANGLIA,KP-N-SI9s,PLX4720,RAF,8.0
KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KU812,PLX4720,RAF,8.0
KURAMOCHI_OVARY,KURAMOCHI,PLX4720,RAF,8.0
KYM1_SOFT_TISSUE,KYM-1,PLX4720,RAF,8.0
KYSE140_OESOPHAGUS,KYSE-140,PLX4720,RAF,6.805239201
KYSE150_OESOPHAGUS,KYSE-150,PLX4720,RAF,8.0
KYSE180_OESOPHAGUS,KYSE-180,PLX4720,RAF,8.0
KYSE30_OESOPHAGUS,KYSE-30,PLX4720,RAF,8.0
KYSE410_OESOPHAGUS,KYSE-410,PLX4720,RAF,8.0
KYSE450_OESOPHAGUS,KYSE-450,PLX4720,RAF,8.0
KYSE510_OESOPHAGUS,KYSE-510,PLX4720,RAF,8.0
KYSE520_OESOPHAGUS,KYSE-520,PLX4720,RAF,8.0
KYSE70_OESOPHAGUS,KYSE-70,PLX4720,RAF,8.0
L33_PANCREAS,L3.3,PLX4720,RAF,8.0
L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,L-363,PLX4720,RAF,8.0
L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,L-428,PLX4720,RAF,8.0
LC1SQSF_LUNG,LC-1/sq-SF,PLX4720,RAF,8.0
LCLC103H_LUNG,LCLC-103H,PLX4720,RAF,8.0
LN229_CENTRAL_NERVOUS_SYSTEM,LN-229,PLX4720,RAF,8.0
LOUNH91_LUNG,LOU-NH91,PLX4720,RAF,8.0
LOXIMVI_SKIN,LOX IMVI,PLX4720,RAF,8.0
LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LP-1,PLX4720,RAF,8.0
LS123_LARGE_INTESTINE,LS123,PLX4720,RAF,8.0
LS411N_LARGE_INTESTINE,LS411N,PLX4720,RAF,0.925284624
LS513_LARGE_INTESTINE,LS513,PLX4720,RAF,8.0
LU99_LUNG,LU99,PLX4720,RAF,4.744394779
LUDLU1_LUNG,LUDLU-1,PLX4720,RAF,8.0
M059J,M059J,PLX4720,RAF,8.0
MALME3M_SKIN,Malme-3M,PLX4720,RAF,0.285528094
MB157_BREAST,MB 157,PLX4720,RAF,8.0
MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MC116,PLX4720,RAF,8.0
MCAS_OVARY,MCAS,PLX4720,RAF,8.0
MCF7_BREAST,MCF7,PLX4720,RAF,8.0
MDAMB157_BREAST,MDA-MB-157,PLX4720,RAF,8.0
MDAMB175VII_BREAST,MDA-MB-175-VII,PLX4720,RAF,8.0
MDAMB415_BREAST,MDA-MB-415,PLX4720,RAF,8.0
MDAMB435S_SKIN,MDA-MB-435S,PLX4720,RAF,2.312842846
MDAMB436_BREAST,MDA-MB-436,PLX4720,RAF,8.0
MDAMB453_BREAST,MDA-MB-453,PLX4720,RAF,8.0
MDAMB468_BREAST,MDA-MB-468,PLX4720,RAF,8.0
MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MEC-1,PLX4720,RAF,8.0
MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MEG-01,PLX4720,RAF,8.0
MELHO_SKIN,MEL-HO,PLX4720,RAF,0.312976211
MESSA_SOFT_TISSUE,MES-SA,PLX4720,RAF,8.0
MEWO_SKIN,MeWo,PLX4720,RAF,8.0
MFE280_ENDOMETRIUM,MFE-280,PLX4720,RAF,8.0
MFE296_ENDOMETRIUM,MFE-296,PLX4720,RAF,8.0
MFE319_ENDOMETRIUM,MFE-319,PLX4720,RAF,8.0
MG63_BONE,MG-63,PLX4720,RAF,8.0
MHHES1_BONE,MHH-ES-1,PLX4720,RAF,8.0
MIAPACA2_PANCREAS,MIA PaCa-2,PLX4720,RAF,8.0
MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Mino,PLX4720,RAF,8.0
MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MJ,PLX4720,RAF,8.0
MKN45_STOMACH,MKN-45,PLX4720,RAF,8.0
MKN7_STOMACH,MKN7,PLX4720,RAF,8.0
MKN74_STOMACH,MKN74,PLX4720,RAF,8.0
MOGGCCM_CENTRAL_NERVOUS_SYSTEM,MOG-G-CCM,PLX4720,RAF,8.0
MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLP-8,PLX4720,RAF,8.0
MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLT-16,PLX4720,RAF,8.0
MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MONO-MAC-1,PLX4720,RAF,8.0
MORCPR_LUNG,MOR/CPR,PLX4720,RAF,8.0
MPP89_PLEURA,MPP 89,PLX4720,RAF,8.0
MSTO211H_PLEURA,MSTO-211H,PLX4720,RAF,8.0
